Entity,Code,Year,Geo Biomass Other - TWh
Central America (BP),,1994,1.6930572
Central America (BP),,1995,1.7508389
Central America (BP),,1996,1.7394253
Central America (BP),,1997,1.8508323
Central America (BP),,1998,1.6143209
Central America (BP),,1999,2.4137015
Central America (BP),,2000,2.8056178
Central America (BP),,2001,3.053275
Central America (BP),,2002,3.326333
Central America (BP),,2003,3.5462368
Central America (BP),,2004,3.7201746
Central America (BP),,2005,4.018037
Central America (BP),,2006,4.3257513
Central America (BP),,2007,4.7871113
Central America (BP),,2008,4.950512
Central America (BP),,2009,5.332244
Central America (BP),,2010,5.8775225
Central America (BP),,2011,5.9415684
Central America (BP),,2012,6.6694965
Central America (BP),,2013,7.228454
Central America (BP),,2014,7.673359
Central America (BP),,2015,7.8309464
Central America (BP),,2016,8.585856
Central America (BP),,2017,8.263187
Central America (BP),,2018,8.962807
Central America (BP),,2019,10.071673
Central America (BP),,2020,9.697705
Central America (BP),,2021,10.043114
Central America (BP),,1965,
Central America (BP),,1966,
Central America (BP),,1967,
Central America (BP),,1968,
Central America (BP),,1969,
Central America (BP),,1970,
Chile,CHL,1965,0
Chile,CHL,1966,0
Chile,CHL,1967,0
Chile,CHL,1968,0
Chile,CHL,1969,0
Chile,CHL,1970,0
Chile,CHL,1971,0.066
Chile,CHL,1972,0.057
Chile,CHL,1973,0.051
Chile,CHL,1974,0.046
Chile,CHL,1975,0.051
Chile,CHL,1976,0.073
Chile,CHL,1977,0.08
Chile,CHL,1978,0.091
Chile,CHL,1979,0.094
Chile,CHL,1980,0.105
Chile,CHL,1981,0.11
Chile,CHL,1982,0.137
Chile,CHL,1983,0.208
Chile,CHL,1984,0.201
Chile,CHL,1985,0.195
Chile,CHL,1986,0.28
Chile,CHL,1987,0.271
Chile,CHL,1988,0.327
Chile,CHL,1989,0.321
Chile,CHL,1990,0.963
Chile,CHL,1991,1.033
Chile,CHL,1992,1.743
Chile,CHL,1993,1.75
Chile,CHL,1994,1.786
Chile,CHL,1995,1.879
Chile,CHL,1996,1.738
Chile,CHL,1997,1.743
Chile,CHL,1998,1.161
Chile,CHL,1999,1.45
Chile,CHL,2000,1.375
Chile,CHL,2001,1.683
Chile,CHL,2002,1.781
Chile,CHL,2003,1.695
Chile,CHL,2004,2.031
Chile,CHL,2005,1.79
Chile,CHL,2006,1.431
Chile,CHL,2007,2.696
Chile,CHL,2008,3.5882213
Chile,CHL,2009,3.391682
Chile,CHL,2010,3.4124773
Chile,CHL,2011,4.314426
Chile,CHL,2012,5.9831734
Chile,CHL,2013,6.896006
Chile,CHL,2014,4.989873
Chile,CHL,2015,5.5661297
Chile,CHL,2016,6.722216
Chile,CHL,2017,7.4493103
Chile,CHL,2018,9.157252
Chile,CHL,2019,9.54655
Chile,CHL,2020,8.741824
Chile,CHL,2021,8.4537115
China,CHN,1965,0
China,CHN,1966,0
China,CHN,1967,0
China,CHN,1968,0
China,CHN,1969,0
China,CHN,1970,0
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0
China,CHN,1980,0
China,CHN,1981,0
China,CHN,1982,0
China,CHN,1983,0
China,CHN,1984,0
China,CHN,1985,0
China,CHN,1986,0
China,CHN,1987,0
China,CHN,1988,0
China,CHN,1989,0
China,CHN,1990,0.064
China,CHN,1991,0.064
China,CHN,1992,0.113
China,CHN,1993,0.117
China,CHN,1994,0.46
China,CHN,1995,3.014
China,CHN,1996,1.533
China,CHN,1997,2.722
China,CHN,1998,2.48
China,CHN,1999,2.52
China,CHN,2000,2.537
China,CHN,2001,2.554
China,CHN,2002,2.546
China,CHN,2003,2.536
China,CHN,2004,2.528
China,CHN,2005,5.322
China,CHN,2006,7.133
China,CHN,2007,9.863
China,CHN,2008,14.866
China,CHN,2009,20.85932
China,CHN,2010,24.90023
China,CHN,2011,27.632
China,CHN,2012,30.133
China,CHN,2013,37.133
China,CHN,2014,46.26822
China,CHN,2015,54.07029
China,CHN,2016,62.134766
China,CHN,2017,79.59891
China,CHN,2018,93.72523
China,CHN,2019,112.72523
China,CHN,2020,135.625
China,CHN,2021,169.93158
Colombia,COL,1965,0
Colombia,COL,1966,0
Colombia,COL,1967,0
Colombia,COL,1968,0
Colombia,COL,1969,0
Colombia,COL,1970,0
Colombia,COL,1971,0
Colombia,COL,1972,0
Colombia,COL,1973,0
Colombia,COL,1974,0
Colombia,COL,1975,0.189
Colombia,COL,1976,0.202
Colombia,COL,1977,0.192
Colombia,COL,1978,0.206
Colombia,COL,1979,0.216
Colombia,COL,1980,0.227
Colombia,COL,1981,0.212
Colombia,COL,1982,0.231
Colombia,COL,1983,0.234
Colombia,COL,1984,0.255
Colombia,COL,1985,0.267
Colombia,COL,1986,0.266
Colombia,COL,1987,0.268
Colombia,COL,1988,0.274
Colombia,COL,1989,0.274
Colombia,COL,1990,0.274
Colombia,COL,1991,0.269
Colombia,COL,1992,0.34
Colombia,COL,1993,0.389
Colombia,COL,1994,0.444
Colombia,COL,1995,0.477
Colombia,COL,1996,0.496
Colombia,COL,1997,0.483
Colombia,COL,1998,0.532
Colombia,COL,1999,0.457
Colombia,COL,2000,0.496
Colombia,COL,2001,0.496
Colombia,COL,2002,0.491
Colombia,COL,2003,0.495
Colombia,COL,2004,0.467
Colombia,COL,2005,0.503
Colombia,COL,2006,0.5197261
Colombia,COL,2007,0.5071364
Colombia,COL,2008,0.50934935
Colombia,COL,2009,1.0032873
Colombia,COL,2010,1.1099824
Colombia,COL,2011,1.3783877
Colombia,COL,2012,1.4760586
Colombia,COL,2013,1.3464338
Colombia,COL,2014,1.728923
Colombia,COL,2015,1.8229002
Colombia,COL,2016,1.9938043
Colombia,COL,2017,1.9912593
Colombia,COL,2018,2.1187904
Colombia,COL,2019,2.4441278
Colombia,COL,2020,2.820657
Colombia,COL,2021,2.8208168
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0.006
Croatia,HRV,1993,0.019
Croatia,HRV,1994,0.006
Croatia,HRV,1995,0.005
Croatia,HRV,1996,0.01
Croatia,HRV,1997,0.002
Croatia,HRV,1998,0.005
Croatia,HRV,1999,0.002
Croatia,HRV,2000,0.001
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0.004
Croatia,HRV,2005,0.014
Croatia,HRV,2006,0.011
Croatia,HRV,2007,0.007
Croatia,HRV,2008,0.021
Croatia,HRV,2009,0.025
Croatia,HRV,2010,0.033
Croatia,HRV,2011,0.055
Croatia,HRV,2012,0.094
Croatia,HRV,2013,0.125
Croatia,HRV,2014,0.165
Croatia,HRV,2015,0.266
Croatia,HRV,2016,0.431
Croatia,HRV,2017,0.5256
Croatia,HRV,2018,0.6701
Croatia,HRV,2019,0.9703
Croatia,HRV,2020,1.072
Croatia,HRV,2021,1.1852294
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0
Cyprus,CYP,2005,0
Cyprus,CYP,2006,0.000155
Cyprus,CYP,2007,0.0014
Cyprus,CYP,2008,0.012
Cyprus,CYP,2009,0.027
Cyprus,CYP,2010,0.035
Cyprus,CYP,2011,0.052
Cyprus,CYP,2012,0.05
Cyprus,CYP,2013,0.049
Cyprus,CYP,2014,0.0505
Cyprus,CYP,2015,0.051236
Cyprus,CYP,2016,0.052021
Cyprus,CYP,2017,0.05175
Cyprus,CYP,2018,0.05136
Cyprus,CYP,2019,0.05792
Cyprus,CYP,2020,0.060632
Cyprus,CYP,2021,0.041871
Czechia,CZE,1965,0
Czechia,CZE,1966,0
Czechia,CZE,1967,0
Czechia,CZE,1968,0
Czechia,CZE,1969,0
Czechia,CZE,1970,0
Czechia,CZE,1971,0
Czechia,CZE,1972,0
Czechia,CZE,1973,0
Czechia,CZE,1974,0
Czechia,CZE,1975,0
Czechia,CZE,1976,0
Czechia,CZE,1977,0
Czechia,CZE,1978,0
Czechia,CZE,1979,0
Czechia,CZE,1980,0
Czechia,CZE,1981,0
Czechia,CZE,1982,0
Czechia,CZE,1983,0
Czechia,CZE,1984,0
Czechia,CZE,1985,0
Czechia,CZE,1986,0
Czechia,CZE,1987,0
Czechia,CZE,1988,0
Czechia,CZE,1989,0
Czechia,CZE,1990,0
Czechia,CZE,1991,0
Czechia,CZE,1992,0
Czechia,CZE,1993,0.221
Czechia,CZE,1994,0.309
Czechia,CZE,1995,0.405
Czechia,CZE,1996,0.292
Czechia,CZE,1997,0.494
Czechia,CZE,1998,0.587
Czechia,CZE,1999,0.683
Czechia,CZE,2000,0.517
Czechia,CZE,2001,0.514
Czechia,CZE,2002,0.494
Czechia,CZE,2003,0.49
Czechia,CZE,2004,0.580831
Czechia,CZE,2005,0.648312
Czechia,CZE,2006,0.912375
Czechia,CZE,2007,1.187319
Czechia,CZE,2008,1.456526
Czechia,CZE,2009,1.86202
Czechia,CZE,2010,2.146246
Czechia,CZE,2011,2.705329
Czechia,CZE,2012,3.361419
Czechia,CZE,2013,3.995469
Czechia,CZE,2014,4.661073
Czechia,CZE,2015,4.791685
Czechia,CZE,2016,4.76655
Czechia,CZE,2017,4.964567
Czechia,CZE,2018,4.826179
Czechia,CZE,2019,5.0306
Czechia,CZE,2020,5.0917
Czechia,CZE,2021,5.255897
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0.033
Denmark,DNK,1984,0.033
Denmark,DNK,1985,0.036
Denmark,DNK,1986,0.051
Denmark,DNK,1987,0.061
Denmark,DNK,1988,0.08
Denmark,DNK,1989,0.126
Denmark,DNK,1990,0.21
Denmark,DNK,1991,0.355
Denmark,DNK,1992,0.521
Denmark,DNK,1993,0.728
Denmark,DNK,1994,0.5733997
Denmark,DNK,1995,0.64684045
Denmark,DNK,1996,0.8321832
Denmark,DNK,1997,0.9756674
Denmark,DNK,1998,1.078157
Denmark,DNK,1999,1.3189089
Denmark,DNK,2000,1.2996056
Denmark,DNK,2001,1.5115592
Denmark,DNK,2002,1.8791215
Denmark,DNK,2003,2.4933515
Denmark,DNK,2004,2.9107547
Denmark,DNK,2005,3.1742494
Denmark,DNK,2006,3.0699494
Denmark,DNK,2007,3.105064
Denmark,DNK,2008,3.1405714
Denmark,DNK,2009,3.3202577
Denmark,DNK,2010,4.5939307
Denmark,DNK,2011,4.375025
Denmark,DNK,2012,4.4460053
Denmark,DNK,2013,4.313503
Denmark,DNK,2014,4.3018527
Denmark,DNK,2015,4.200628
Denmark,DNK,2016,4.845242
Denmark,DNK,2017,6.248558
Denmark,DNK,2018,5.890091
Denmark,DNK,2019,5.949397
Denmark,DNK,2020,5.92386
Denmark,DNK,2021,8.734226
Eastern Africa (BP),,1971,0.126
Eastern Africa (BP),,1972,0.127
Eastern Africa (BP),,1973,0.132
Eastern Africa (BP),,1974,0.136
Eastern Africa (BP),,1975,0.133
Eastern Africa (BP),,1976,0.146
Eastern Africa (BP),,1977,0.149
Eastern Africa (BP),,1978,0.155
Eastern Africa (BP),,1979,0.161
Eastern Africa (BP),,1980,0.167
Eastern Africa (BP),,1981,0.177
Eastern Africa (BP),,1982,0.195
Eastern Africa (BP),,1983,0.189
Eastern Africa (BP),,1984,0.192
Eastern Africa (BP),,1985,0.227
Eastern Africa (BP),,1986,0.617
Eastern Africa (BP),,1987,0.615
Eastern Africa (BP),,1988,0.583
Eastern Africa (BP),,1989,0.574
Eastern Africa (BP),,1990,0.701
Eastern Africa (BP),,1991,0.704
Eastern Africa (BP),,1992,0.697
Eastern Africa (BP),,1993,0.696
Eastern Africa (BP),,1994,0.584
Eastern Africa (BP),,1995,0.728
Eastern Africa (BP),,1996,0.89209306
Eastern Africa (BP),,1997,0.91009307
Eastern Africa (BP),,1998,1.1445019
Eastern Africa (BP),,1999,1.1321862
Eastern Africa (BP),,2000,1.4997631
Eastern Africa (BP),,2001,1.5956526
Eastern Africa (BP),,2002,1.4887
Eastern Africa (BP),,2003,1.8968
Eastern Africa (BP),,2004,2.1822
Eastern Africa (BP),,2005,2.1533
Eastern Africa (BP),,2006,2.29319
Eastern Africa (BP),,2007,2.20555
Eastern Africa (BP),,2008,2.321822
Eastern Africa (BP),,2009,2.6787221
Eastern Africa (BP),,2010,2.936542
Eastern Africa (BP),,2011,2.9387567
Eastern Africa (BP),,2012,3.08965
Eastern Africa (BP),,2013,3.436722
Eastern Africa (BP),,2014,4.613438
Eastern Africa (BP),,2015,6.3483105
Eastern Africa (BP),,2016,6.4327717
Eastern Africa (BP),,2017,6.6914
Eastern Africa (BP),,2018,7.2891254
Eastern Africa (BP),,2019,7.342404
Eastern Africa (BP),,2020,7.147771
Eastern Africa (BP),,2021,7.10964
Eastern Africa (BP),,1965,
Eastern Africa (BP),,1966,
Eastern Africa (BP),,1967,
Eastern Africa (BP),,1968,
Eastern Africa (BP),,1969,
Eastern Africa (BP),,1970,
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0.00324057
Ecuador,ECU,2005,0.102856286
Ecuador,ECU,2006,0.14555573
Ecuador,ECU,2007,0.21875276
Ecuador,ECU,2008,0.20832446
Ecuador,ECU,2009,0.2165198
Ecuador,ECU,2010,0.23556188
Ecuador,ECU,2011,0.27820036
Ecuador,ECU,2012,0.29635325
Ecuador,ECU,2013,0.29578793
Ecuador,ECU,2014,0.3994712
Ecuador,ECU,2015,0.40775105
Ecuador,ECU,2016,0.4897965
Ecuador,ECU,2017,0.43085
Ecuador,ECU,2018,0.42796764
Ecuador,ECU,2019,0.45472345
Ecuador,ECU,2020,0.47058
Ecuador,ECU,2021,0.41493
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0
Egypt,EGY,2001,0
Egypt,EGY,2002,0
Egypt,EGY,2003,0
Egypt,EGY,2004,0
Egypt,EGY,2005,0
Egypt,EGY,2006,0
Egypt,EGY,2007,0
Egypt,EGY,2008,0
Egypt,EGY,2009,0
Egypt,EGY,2010,0
Egypt,EGY,2011,0
Egypt,EGY,2012,0
Egypt,EGY,2013,0
Egypt,EGY,2014,0
Egypt,EGY,2015,0
Egypt,EGY,2016,0
Egypt,EGY,2017,0
Egypt,EGY,2018,0
Egypt,EGY,2019,0
Egypt,EGY,2020,0
Egypt,EGY,2021,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.006
Estonia,EST,1996,0.005
Estonia,EST,1997,0.008
Estonia,EST,1998,0.012
Estonia,EST,1999,0.012
Estonia,EST,2000,0.013
Estonia,EST,2001,0.011
Estonia,EST,2002,0.027
Estonia,EST,2003,0.026
Estonia,EST,2004,0.031
Estonia,EST,2005,0.033
Estonia,EST,2006,0.038
Estonia,EST,2007,0.036
Estonia,EST,2008,0.038
Estonia,EST,2009,0.314
Estonia,EST,2010,0.742
Estonia,EST,2011,0.783
Estonia,EST,2012,1.001
Estonia,EST,2013,0.667
Estonia,EST,2014,0.74
Estonia,EST,2015,0.779
Estonia,EST,2016,0.885
Estonia,EST,2017,1.038
Estonia,EST,2018,1.261
Estonia,EST,2019,1.299
Estonia,EST,2020,1.777
Estonia,EST,2021,2.1158469
Estonia,EST,1985,
Estonia,EST,1986,
Estonia,EST,1987,
Estonia,EST,1988,
Estonia,EST,1989,
Europe,,1965,2.9090002
Europe,,1966,3.9789999
Europe,,1967,4.316
Europe,,1968,4.8180003
Europe,,1969,5.244904
Europe,,1970,6.952357
Europe,,1971,7.0698833
Europe,,1972,6.947608
Europe,,1973,7.466391
Europe,,1974,7.83506
Europe,,1975,8.300942
Europe,,1976,8.324597
Europe,,1977,8.662292
Europe,,1978,9.235139
Europe,,1979,9.617958
Europe,,1980,10.604949
Europe,,1981,10.643523
Europe,,1982,9.836121
Europe,,1983,10.136652
Europe,,1984,10.488478
Europe,,1985,11.89874
Europe,,1986,12.975209
Europe,,1987,12.817402
Europe,,1988,13.609699
Europe,,1989,13.474676
Europe,,1990,18.937754
Europe,,1991,19.534733
Europe,,1992,20.659903
Europe,,1993,22.833096
Europe,,1994,23.9799
Europe,,1995,26.28833
Europe,,1996,26.5231
Europe,,1997,31.36772
Europe,,1998,35.309044
Europe,,1999,37.298702
Europe,,2000,40.83785
Europe,,2001,44.781166
Europe,,2002,50.947037
Europe,,2003,58.28682
Europe,,2004,69.246056
Europe,,2005,79.35107
Europe,,2006,89.888374
Europe,,2007,99.9839
Europe,,2008,110.35963
Europe,,2009,120.63333
Europe,,2010,136.54741
Europe,,2011,145.83566
Europe,,2012,162.13869
Europe,,2013,172.66672
Europe,,2014,183.39012
Europe,,2015,194.83345
Europe,,2016,197.5783
Europe,,2017,202.82663
Europe,,2018,208.48138
Europe,,2019,215.07036
Europe,,2020,219.37163
Europe,,2021,229.99367
Europe (BP),,1965,3.009
Europe (BP),,1966,4.101
Europe (BP),,1967,4.489
Europe (BP),,1968,4.997
Europe (BP),,1969,5.422904
Europe (BP),,1970,7.118357
Europe (BP),,1971,7.2318835
Europe (BP),,1972,7.122608
Europe (BP),,1973,7.663391
Europe (BP),,1974,8.04206
Europe (BP),,1975,8.520942
Europe (BP),,1976,8.485598
Europe (BP),,1977,8.880291
Europe (BP),,1978,9.372139
Europe (BP),,1979,9.762958
Europe (BP),,1980,10.74095
Europe (BP),,1981,10.753523
Europe (BP),,1982,9.836121
Europe (BP),,1983,10.136652
Europe (BP),,1984,10.510578
Europe (BP),,1985,11.904739
Europe (BP),,1986,13.018809
Europe (BP),,1987,12.875301
Europe (BP),,1988,13.6781
Europe (BP),,1989,13.537276
Europe (BP),,1990,18.952852
Europe (BP),,1991,19.589434
Europe (BP),,1992,20.713602
Europe (BP),,1993,22.907095
Europe (BP),,1994,24.0489
Europe (BP),,1995,26.537632
Europe (BP),,1996,26.7252
Europe (BP),,1997,31.68752
Europe (BP),,1998,35.57704
Europe (BP),,1999,37.4546
Europe (BP),,2000,41.000248
Europe (BP),,2001,44.94067
Europe (BP),,2002,51.008335
Europe (BP),,2003,58.088623
Europe (BP),,2004,68.965454
Europe (BP),,2005,79.02817
Europe (BP),,2006,89.52852
Europe (BP),,2007,99.74035
Europe (BP),,2008,110.142426
Europe (BP),,2009,120.76332
Europe (BP),,2010,136.92763
Europe (BP),,2011,146.2206
Europe (BP),,2012,163.0321
Europe (BP),,2013,174.34535
Europe (BP),,2014,186.2033
Europe (BP),,2015,198.9238
Europe (BP),,2016,204.2285
Europe (BP),,2017,211.30125
Europe (BP),,2018,218.92198
Europe (BP),,2019,228.0151
Europe (BP),,2020,234.35455
Europe (BP),,2021,247.93518
European Union (27),,1965,2.909
European Union (27),,1966,3.979
European Union (27),,1967,4.316
European Union (27),,1968,4.818
European Union (27),,1969,5.243
European Union (27),,1970,6.940266
European Union (27),,1971,7.057851
European Union (27),,1972,6.925944
European Union (27),,1973,7.442191
European Union (27),,1974,7.829309
European Union (27),,1975,8.282595
European Union (27),,1976,8.305585
European Union (27),,1977,8.646165
European Union (27),,1978,9.1188545
European Union (27),,1979,9.285328
European Union (27),,1980,10.387278
European Union (27),,1981,10.08439
European Union (27),,1982,9.287153
European Union (27),,1983,9.568938
European Union (27),,1984,9.946245
European Union (27),,1985,11.357507
European Union (27),,1986,12.278871
European Union (27),,1987,12.051266
European Union (27),,1988,12.824092
European Union (27),,1989,12.659168
European Union (27),,1990,17.343042
European Union (27),,1991,17.869808
European Union (27),,1992,18.720934
European Union (27),,1993,20.586823
European Union (27),,1994,21.322035
European Union (27),,1995,23.436554
European Union (27),,1996,23.38708
European Union (27),,1997,27.91599
European Union (27),,1998,30.970898
European Union (27),,1999,31.642126
European Union (27),,2000,34.453976
European Union (27),,2001,37.548084
European Union (27),,2002,43.09377
European Union (27),,2003,49.071625
European Union (27),,2004,58.594677
European Union (27),,2005,66.762344
European Union (27),,2006,75.91775
European Union (27),,2007,84.691795
European Union (27),,2008,94.22541
European Union (27),,2009,103.17476
European Union (27),,2010,117.35704
European Union (27),,2011,125.27228
European Union (27),,2012,139.5604
European Union (27),,2013,146.58542
European Union (27),,2014,152.77626
European Union (27),,2015,157.91
European Union (27),,2016,159.70052
European Union (27),,2017,162.69983
European Union (27),,2018,164.35213
European Union (27),,2019,168.32454
European Union (27),,2020,170.01918
European Union (27),,2021,180.0787
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,5.156
Finland,FIN,1991,4.999
Finland,FIN,1992,4.95
Finland,FIN,1993,5.958
Finland,FIN,1994,6.465
Finland,FIN,1995,6.608
Finland,FIN,1996,5.889
Finland,FIN,1997,7.891
Finland,FIN,1998,9.333
Finland,FIN,1999,8.363
Finland,FIN,2000,8.588527
Finland,FIN,2001,8.211789
Finland,FIN,2002,8.932421
Finland,FIN,2003,9.292
Finland,FIN,2004,10.370948
Finland,FIN,2005,9.479474
Finland,FIN,2006,10.756632
Finland,FIN,2007,9.928
Finland,FIN,2008,10.391263
Finland,FIN,2009,8.743579
Finland,FIN,2010,10.98021
Finland,FIN,2011,11.182842
Finland,FIN,2012,11.101263
Finland,FIN,2013,11.942632
Finland,FIN,2014,11.707263
Finland,FIN,2015,11.317895
Finland,FIN,2016,11.422105
Finland,FIN,2017,11.833684
Finland,FIN,2018,12.825263
Finland,FIN,2019,13.2021055
Finland,FIN,2020,11.497894
Finland,FIN,2021,13.605263
France,FRA,1965,0
France,FRA,1966,0.39
France,FRA,1967,0.605
France,FRA,1968,0.926
France,FRA,1969,1.067
France,FRA,1970,1.3702458
France,FRA,1971,1.3918225
France,FRA,1972,1.5151953
France,FRA,1973,1.5500864
France,FRA,1974,1.5770591
France,FRA,1975,1.4158849
France,FRA,1976,1.3329
France,FRA,1977,1.3745815
France,FRA,1978,1.4183881
France,FRA,1979,1.4840102
France,FRA,1980,1.4710236
France,FRA,1981,1.4921525
France,FRA,1982,1.52734
France,FRA,1983,1.5587
France,FRA,1984,1.6223
France,FRA,1985,1.65215
France,FRA,1986,1.6628
France,FRA,1987,1.7506
France,FRA,1988,1.77325
France,FRA,1989,1.84145
France,FRA,1990,1.913
France,FRA,1991,2.102
France,FRA,1992,2.134
France,FRA,1993,1.974
France,FRA,1994,2.157
France,FRA,1995,2.329
France,FRA,1996,2.423
France,FRA,1997,2.675
France,FRA,1998,2.653
France,FRA,1999,2.853
France,FRA,2000,2.986
France,FRA,2001,3.334
France,FRA,2002,3.537
France,FRA,2003,3.717
France,FRA,2004,3.782
France,FRA,2005,3.872
France,FRA,2006,3.841
France,FRA,2007,4.216
France,FRA,2008,4.436
France,FRA,2009,4.578
France,FRA,2010,4.917
France,FRA,2011,5.48
France,FRA,2012,6.3471003
France,FRA,2013,7.80987
France,FRA,2014,8.320374
France,FRA,2015,8.844254
France,FRA,2016,9.635901
France,FRA,2017,10.333821
France,FRA,2018,10.550078
France,FRA,2019,10.743961
France,FRA,2020,10.668056
France,FRA,2021,11.1924715
Germany,DEU,1965,0
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0.92002016
Germany,DEU,1971,1.0010282
Germany,DEU,1972,1.0187488
Germany,DEU,1973,1.0531049
Germany,DEU,1974,1.07625
Germany,DEU,1975,1.1247102
Germany,DEU,1976,1.2776853
Germany,DEU,1977,1.2465839
Germany,DEU,1978,1.317466
Germany,DEU,1979,1.4433178
Germany,DEU,1980,1.9662538
Germany,DEU,1981,1.8042376
Germany,DEU,1982,1.798813
Germany,DEU,1983,1.5402381
Germany,DEU,1984,1.6429448
Germany,DEU,1985,1.6440297
